fund_id,product_code,class_id,team_class_code,row_kind,year_rank,period,return_pct,source_page,quality_status
FUND000054,KR510902777M,,,benchmark,2,23.11.01~24.10.31,12.21,49,NORMAL
FUND000054,KR510902777M,,,benchmark,3,22.11.01~23.10.31,-0.68,49,NORMAL
FUND000054,KR510902777M,,,benchmark,4,21.11.01~22.10.31,-22.79,49,NORMAL
FUND000054,KR510902777M,,,benchmark,5,20.11.01~21.10.31,31.03,49,NORMAL
FUND000055,KR5110501016,CLASS000707,A-e,class_return,1,24.12.01~25.11.30,3.19,46,NORMAL
FUND000055,KR5110501016,CLASS000707,A-e,class_return,2,23.12.01~24.11.30,4.42,46,NORMAL
FUND000055,KR5110501016,CLASS000707,A-e,class_return,3,22.12.01~23.11.30,5.31,46,NORMAL
FUND000055,KR5110501016,CLASS000707,A-e,class_return,4,21.12.01~22.11.30,1.58,46,NORMAL
FUND000055,KR5110501016,CLASS000707,A-e,class_return,5,20.12.01~21.11.30,0.9,46,NORMAL
FUND000055,KR5110501016,CLASS000712,C-P,class_return,1,24.12.01~25.11.30,2.95,46,NORMAL
FUND000055,KR5110501016,CLASS000712,C-P,class_return,2,23.12.01~24.11.30,4.09,46,NORMAL
FUND000055,KR5110501016,CLASS000712,C-P,class_return,3,22.12.01~23.11.30,4.96,46,NORMAL
FUND000055,KR5110501016,CLASS000712,C-P,class_return,4,21.12.01~22.11.30,1.4,46,NORMAL
FUND000055,KR5110501016,CLASS000712,C-P,class_return,5,20.12.01~21.11.30,0.76,46,NORMAL
FUND000055,KR5110501016,CLASS000713,C-Pe,class_return,1,24.12.01~25.11.30,3.07,46,NORMAL
FUND000055,KR5110501016,CLASS000713,C-Pe,class_return,2,23.12.01~24.11.30,4.21,46,NORMAL
FUND000055,KR5110501016,CLASS000713,C-Pe,class_return,3,22.12.01~23.11.30,5.09,46,NORMAL
FUND000055,KR5110501016,CLASS000713,C-Pe,class_return,4,21.12.01~22.11.30,1.52,46,NORMAL
FUND000055,KR5110501016,CLASS000713,C-Pe,class_return,5,20.12.01~21.11.30,0.88,46,NORMAL
FUND000055,KR5110501016,CLASS000716,Crp,class_return,1,24.12.01~25.11.30,2.96,46,NORMAL
FUND000055,KR5110501016,CLASS000716,Crp,class_return,2,23.12.01~24.11.30,4.1,46,NORMAL
FUND000055,KR5110501016,CLASS000716,Crp,class_return,3,22.12.01~23.11.30,4.97,46,NORMAL
FUND000055,KR5110501016,CLASS000716,Crp,class_return,4,21.12.01~22.11.30,1.41,46,NORMAL
FUND000055,KR5110501016,CLASS000716,Crp,class_return,5,20.12.01~21.11.30,0.77,46,NORMAL
FUND000055,KR5110501016,CLASS000717,Crp-e,class_return,1,24.12.01~25.11.30,3.08,46,NORMAL
FUND000055,KR5110501016,CLASS000717,Crp-e,class_return,2,23.12.01~24.11.30,2.89,46,NORMAL
FUND000055,KR5110501016,CLASS000718,C-F,class_return,1,24.12.01~25.11.30,3.02,46,NORMAL
FUND000055,KR5110501016,CLASS000719,C-I,class_return,1,24.12.01~25.11.30,2.41,47,NORMAL
FUND000055,KR5110501016,,,fund,1,24.12.01~25.11.30,3.29,47,NORMAL
FUND000055,KR5110501016,,,fund,2,23.12.01~24.11.30,4.43,47,NORMAL
FUND000055,KR5110501016,,,fund,3,22.12.01~23.11.30,5.31,47,NORMAL
FUND000055,KR5110501016,,,fund,4,21.12.01~22.11.30,1.74,47,NORMAL
FUND000055,KR5110501016,,,fund,5,20.12.01~21.11.30,1.09,47,NORMAL
FUND000055,KR5110501016,,,benchmark,1,24.12.01~25.11.30,2.59,47,NORMAL
FUND000055,KR5110501016,,,benchmark,2,23.12.01~24.11.30,3.92,47,NORMAL
FUND000055,KR5110501016,,,benchmark,3,22.12.01~23.11.30,4.04,47,NORMAL
FUND000055,KR5110501016,,,benchmark,4,21.12.01~22.11.30,1.18,47,NORMAL
FUND000055,KR5110501016,,,benchmark,5,20.12.01~21.11.30,0.53,47,NORMAL
FUND000056,KR5110601022,CLASS000721,A,class_return,1,24.07.01~25.06.30,15.4,50,NORMAL
FUND000056,KR5110601022,CLASS000721,A,class_return,2,23.07.01~24.06.30,14.5,50,NORMAL
FUND000056,KR5110601022,CLASS000721,A,class_return,3,22.07.01~23.06.30,10.76,50,NORMAL
FUND000056,KR5110601022,CLASS000721,A,class_return,4,21.07.01~22.06.30,-26.49,50,NORMAL
FUND000056,KR5110601022,CLASS000721,A,class_return,5,20.07.01~21.06.30,59.01,50,NORMAL
FUND000056,KR5110601022,CLASS000724,Ce,class_return,1,24.07.01~25.06.30,15.14,50,NORMAL
FUND000056,KR5110601022,CLASS000724,Ce,class_return,2,23.07.01~24.06.30,14.55,50,NORMAL
FUND000056,KR5110601022,CLASS000724,Ce,class_return,3,22.07.01~23.06.30,10.75,50,NORMAL
FUND000056,KR5110601022,CLASS000724,Ce,class_return,4,21.07.01~22.06.30,-26.49,50,NORMAL
FUND000056,KR5110601022,CLASS000724,Ce,class_return,5,20.07.01~21.06.30,59.01,50,NORMAL
FUND000056,KR5110601022,CLASS000725,C-P,class_return,1,24.07.01~25.06.30,14.91,50,NORMAL
FUND000056,KR5110601022,CLASS000725,C-P,class_return,2,23.07.01~24.06.30,14.33,50,NORMAL
FUND000056,KR5110601022,CLASS000725,C-P,class_return,3,22.07.01~23.06.30,10.52,50,NORMAL
FUND000056,KR5110601022,CLASS000725,C-P,class_return,4,21.07.01~22.06.30,-26.65,50,NORMAL
FUND000056,KR5110601022,CLASS000725,C-P,class_return,5,20.07.01~21.06.30,58.7,50,NORMAL
FUND000056,KR5110601022,CLASS000726,C-Pe,class_return,1,24.07.01~25.06.30,15.08,50,NORMAL
FUND000056,KR5110601022,CLASS000726,C-Pe,class_return,2,23.07.01~24.06.30,14.49,50,NORMAL
FUND000056,KR5110601022,CLASS000726,C-Pe,class_return,3,22.07.01~23.06.30,10.69,50,NORMAL
FUND000056,KR5110601022,CLASS000726,C-Pe,class_return,4,21.07.01~22.06.30,-26.53,50,NORMAL
FUND000056,KR5110601022,CLASS000726,C-Pe,class_return,5,20.07.01~21.06.30,58.93,50,NORMAL
FUND000056,KR5110601022,CLASS000727,Crp,class_return,1,24.07.01~25.06.30,14.97,50,NORMAL
FUND000056,KR5110601022,CLASS000727,Crp,class_return,2,23.07.01~24.06.30,14.38,50,NORMAL
FUND000056,KR5110601022,CLASS000727,Crp,class_return,3,22.07.01~23.06.30,10.58,50,NORMAL
FUND000056,KR5110601022,CLASS000727,Crp,class_return,4,21.07.01~22.06.30,-26.61,50,NORMAL
FUND000056,KR5110601022,CLASS000727,Crp,class_return,5,20.07.01~21.06.30,58.78,50,NORMAL
FUND000056,KR5110601022,CLASS000728,Crp-e,class_return,1,24.07.01~25.06.30,15.11,50,NORMAL
FUND000056,KR5110601022,CLASS000728,Crp-e,class_return,2,23.07.01~24.06.30,14.53,50,NORMAL
FUND000056,KR5110601022,CLASS000728,Crp-e,class_return,3,22.07.01~23.06.30,10.72,50,NORMAL
FUND000056,KR5110601022,CLASS000728,Crp-e,class_return,4,21.07.01~22.06.30,-26.51,50,NORMAL
FUND000056,KR5110601022,CLASS000728,Crp-e,class_return,5,20.07.01~21.06.30,58.97,50,NORMAL
FUND000056,KR5110601022,CLASS000729,S-P,class_return,1,24.07.01~25.06.30,15.19,50,NORMAL
FUND000056,KR5110601022,CLASS000729,S-P,class_return,2,23.07.01~24.06.30,14.56,50,NORMAL
FUND000056,KR5110601022,CLASS000729,S-P,class_return,3,22.07.01~23.06.30,10.76,50,NORMAL
FUND000056,KR5110601022,CLASS000729,S-P,class_return,4,21.07.01~22.06.30,-26.49,50,NORMAL
FUND000056,KR5110601022,CLASS000729,S-P,class_return,5,20.07.01~21.06.30,59.02,50,NORMAL
FUND000056,KR5110601022,CLASS000736,Cd,class_return,1,24.07.01~25.06.30,14.98,50,NORMAL
FUND000056,KR5110601022,CLASS000736,Cd,class_return,2,23.07.01~24.06.30,14.4,50,NORMAL
FUND000056,KR5110601022,CLASS000736,Cd,class_return,3,22.07.01~23.06.30,10.58,50,NORMAL
FUND000056,KR5110601022,CLASS000736,Cd,class_return,4,21.07.01~22.06.30,-26.61,50,NORMAL
FUND000056,KR5110601022,CLASS000736,Cd,class_return,5,20.07.01~21.06.30,58.78,50,NORMAL
FUND000056,KR5110601022,,,fund,1,24.07.01~25.06.30,15.45,51,NORMAL
FUND000056,KR5110601022,,,fund,2,23.07.01~24.06.30,14.86,51,NORMAL
FUND000056,KR5110601022,,,fund,3,22.07.01~23.06.30,11.07,51,NORMAL
FUND000056,KR5110601022,,,fund,4,21.07.01~22.06.30,-26.28,51,NORMAL
FUND000056,KR5110601022,,,fund,5,20.07.01~21.06.30,59.42,51,NORMAL
FUND000056,KR5110601022,,,benchmark,1,24.07.01~25.06.30,7.96,51,NORMAL
FUND000056,KR5110601022,,,benchmark,2,23.07.01~24.06.30,13.63,51,NORMAL
FUND000056,KR5110601022,,,benchmark,3,22.07.01~23.06.30,10.01,51,NORMAL
FUND000056,KR5110601022,,,benchmark,4,21.07.01~22.06.30,-30.0,51,NORMAL
FUND000056,KR5110601022,,,benchmark,5,20.07.01~21.06.30,56.68,51,NORMAL
FUND000034,KR5111420047,,,fund,1,2024/04/17~2025/04/16,4.26,51,NORMAL
FUND000034,KR5111420047,,,fund,2,2023/04/17~2024/04/16,4.64,51,NORMAL
FUND000034,KR5111420047,,,fund,3,2022/04/17~2023/04/16,3.8,51,NORMAL
FUND000034,KR5111420047,,,fund,4,2021/04/17~2022/04/16,0.95,51,NORMAL
FUND000034,KR5111420047,,,fund,5,2020/04/17~2021/04/16,1.36,51,NORMAL
FUND000034,KR5111420047,,,benchmark,1,2024/04/17~2025/04/16,3.48,51,NORMAL
FUND000034,KR5111420047,,,benchmark,2,2023/04/17~2024/04/16,3.77,51,NORMAL
FUND000034,KR5111420047,,,benchmark,3,2022/04/17~2023/04/16,2.91,51,NORMAL
FUND000034,KR5111420047,,,benchmark,4,2021/04/17~2022/04/16,0.95,51,NORMAL
FUND000034,KR5111420047,,,benchmark,5,2020/04/17~2021/04/16,0.78,51,NORMAL
FUND000034,KR5111420047,CLASS000461,A,class_return,1,2024/04/17~2025/04/16,4.21,51,NORMAL
FUND000034,KR5111420047,CLASS000461,A,class_return,2,2023/04/17~2024/04/16,4.58,51,NORMAL
FUND000034,KR5111420047,CLASS000461,A,class_return,3,2022/04/17~2023/04/16,3.75,51,NORMAL
FUND000034,KR5111420047,CLASS000461,A,class_return,4,2021/04/17~2022/04/16,0.91,51,NORMAL
FUND000034,KR5111420047,CLASS000461,A,class_return,5,2020/04/17~2021/04/16,1.33,51,NORMAL
FUND000034,KR5111420047,CLASS000464,C,class_return,1,2024/04/17~2025/04/16,4.2,51,NORMAL
FUND000034,KR5111420047,CLASS000464,C,class_return,2,2023/04/17~2024/04/16,4.57,51,NORMAL
FUND000034,KR5111420047,CLASS000464,C,class_return,3,2022/04/17~2023/04/16,3.73,51,NORMAL
FUND000034,KR5111420047,CLASS000464,C,class_return,4,2021/04/17~2022/04/16,0.9,51,NORMAL
FUND000034,KR5111420047,CLASS000464,C,class_return,5,2020/04/17~2021/04/16,1.32,51,NORMAL
FUND000034,KR5111420047,CLASS000469,W,class_return,1,2024/04/17~2025/04/16,4.31,51,NORMAL
FUND000034,KR5111420047,CLASS000469,W,class_return,2,2023/04/17~2024/04/16,4.68,51,NORMAL
FUND000034,KR5111420047,CLASS000469,W,class_return,3,2022/04/17~2023/04/16,3.85,51,NORMAL
FUND000034,KR5111420047,CLASS000469,W,class_return,4,2021/04/17~2022/04/16,1.02,51,NORMAL
FUND000034,KR5111420047,CLASS000469,W,class_return,5,2020/04/17~2021/04/16,1.43,51,NORMAL
FUND000034,KR5111420047,CLASS000466,C-F,class_return,1,2024/04/17~2025/04/16,4.29,51,NORMAL
FUND000034,KR5111420047,CLASS000466,C-F,class_return,2,2023/04/17~2024/04/16,4.66,51,NORMAL
FUND000034,KR5111420047,CLASS000466,C-F,class_return,3,2022/04/17~2023/04/16,3.83,51,NORMAL
FUND000034,KR5111420047,CLASS000466,C-F,class_return,4,2021/04/17~2022/04/16,0.99,51,NORMAL
FUND000034,KR5111420047,CLASS000466,C-F,class_return,5,2020/04/17~2021/04/16,1.41,51,NORMAL
FUND000034,KR5111420047,CLASS000462,A2,class_return,1,2024/04/17~2025/04/16,4.3,51,NORMAL
FUND000034,KR5111420047,CLASS000462,A2,class_return,2,2023/04/17~2024/04/16,4.67,51,NORMAL
FUND000034,KR5111420047,CLASS000462,A2,class_return,3,2022/04/17~2023/04/16,3.84,51,NORMAL
FUND000034,KR5111420047,CLASS000462,A2,class_return,4,2021/04/17~2022/04/16,1.01,51,NORMAL
FUND000034,KR5111420047,CLASS000462,A2,class_return,5,2020/04/17~2021/04/16,1.42,51,NORMAL
FUND000034,KR5111420047,CLASS000463,A-E,class_return,1,2024/04/17~2025/04/16,4.26,51,NORMAL
FUND000034,KR5111420047,CLASS000463,A-E,class_return,2,2023/04/17~2024/04/16,4.63,51,NORMAL
FUND000034,KR5111420047,CLASS000463,A-E,class_return,3,2022/04/17~2023/04/16,3.8,51,NORMAL
FUND000034,KR5111420047,CLASS000463,A-E,class_return,4,2021/04/17~2022/04/16,0.97,51,NORMAL
FUND000034,KR5111420047,CLASS000463,A-E,class_return,5,2020/04/17~2021/04/16,1.38,51,NORMAL
FUND000034,KR5111420047,CLASS000465,C-E,class_return,1,2024/04/17~2025/04/16,4.26,51,NORMAL
FUND000034,KR5111420047,CLASS000465,C-E,class_return,2,2023/04/17~2024/04/16,4.62,51,NORMAL
FUND000034,KR5111420047,CLASS000465,C-E,class_return,3,2022/04/17~2023/04/16,3.79,51,NORMAL
FUND000034,KR5111420047,CLASS000465,C-E,class_return,4,2021/04/17~2022/04/16,0.96,51,NORMAL
FUND000034,KR5111420047,CLASS000465,C-E,class_return,5,2020/04/17~2021/04/16,1.38,51,NORMAL
FUND000034,KR5111420047,CLASS000467,C-P,class_return,1,2024/04/17~2025/04/16,4.21,51,NORMAL
FUND000034,KR5111420047,CLASS000467,C-P,class_return,2,2023/04/17~2024/04/16,4.58,51,NORMAL
FUND000034,KR5111420047,CLASS000467,C-P,class_return,3,2022/04/17~2023/04/16,3.74,51,NORMAL
FUND000034,KR5111420047,CLASS000467,C-P,class_return,4,2021/04/17~2022/04/16,0.91,51,NORMAL
FUND000034,KR5111420047,CLASS000467,C-P,class_return,5,2020/04/17~2021/04/16,1.33,51,NORMAL
FUND000034,KR5111420047,CLASS000468,C-P2,class_return,1,2024/04/17~2025/04/16,4.21,51,NORMAL
FUND000034,KR5111420047,CLASS000468,C-P2,class_return,2,2023/04/17~2024/04/16,4.58,51,NORMAL
FUND000034,KR5111420047,CLASS000468,C-P2,class_return,3,2022/04/17~2023/04/16,3.75,51,NORMAL
FUND000034,KR5111420047,CLASS000468,C-P2,class_return,4,2021/04/17~2022/04/16,0.91,51,NORMAL
FUND000034,KR5111420047,CLASS000468,C-P2,class_return,5,2020/04/17~2021/04/16,1.33,51,NORMAL
FUND000034,KR5111420047,CLASS000470,C-PE,class_return,1,2024/04/17~2025/04/16,4.25,51,NORMAL
FUND000034,KR5111420047,CLASS000470,C-PE,class_return,2,2023/04/17~2024/04/16,4.62,51,NORMAL
FUND000034,KR5111420047,CLASS000470,C-PE,class_return,3,2022/04/17~2023/04/16,3.79,51,NORMAL
FUND000034,KR5111420047,CLASS000470,C-PE,class_return,4,2021/04/17~2022/04/16,0.96,51,NORMAL
FUND000034,KR5111420047,CLASS000470,C-PE,class_return,5,2020/04/17~2021/04/16,1.38,51,NORMAL
FUND000034,KR5111420047,CLASS000471,C-P2E,class_return,1,2024/04/17~2025/04/16,4.26,51,NORMAL
FUND000034,KR5111420047,CLASS000471,C-P2E,class_return,2,2023/04/17~2024/04/16,4.63,51,NORMAL
FUND000034,KR5111420047,CLASS000471,C-P2E,class_return,3,2022/04/17~2023/04/16,3.8,51,NORMAL
FUND000034,KR5111420047,CLASS000471,C-P2E,class_return,4,2021/04/17~2022/04/16,0.97,51,NORMAL
FUND000034,KR5111420047,CLASS000471,C-P2E,class_return,5,2020/04/17~2021/04/16,1.38,51,NORMAL
FUND000035,KR5111450067,,,fund,1,2024/05/03~2025/05/02,-25.69,58,NORMAL
FUND000035,KR5111450067,,,fund,2,2023/05/03~2024/05/02,13.68,58,NORMAL
FUND000035,KR5111450067,,,fund,3,2022/05/03~2023/05/02,-5.88,58,NORMAL
FUND000035,KR5111450067,,,fund,4,2021/05/03~2022/05/02,-6.41,58,NORMAL
FUND000035,KR5111450067,,,fund,5,2020/05/03~2021/05/02,69.42,58,NORMAL
FUND000035,KR5111450067,CLASS000475,A,class_return,1,2024/05/03~2025/05/02,-25.77,58,NORMAL
FUND000035,KR5111450067,CLASS000475,A,class_return,2,2023/05/03~2024/05/02,13.57,58,NORMAL
FUND000035,KR5111450067,CLASS000475,A,class_return,3,2022/05/03~2023/05/02,-5.86,58,NORMAL
FUND000035,KR5111450067,CLASS000475,A,class_return,4,2021/05/03~2022/05/02,-6.38,58,NORMAL
FUND000035,KR5111450067,CLASS000475,A,class_return,5,2020/05/03~2021/05/02,69.56,58,NORMAL
FUND000035,KR5111450067,CLASS000478,C1,class_return,1,2024/05/03~2025/05/02,-26.35,58,NORMAL
FUND000035,KR5111450067,CLASS000478,C1,class_return,2,2023/05/03~2024/05/02,12.71,58,NORMAL
FUND000035,KR5111450067,CLASS000478,C1,class_return,3,2022/05/03~2023/05/02,-6.57,58,NORMAL
FUND000035,KR5111450067,CLASS000478,C1,class_return,4,2021/05/03~2022/05/02,-7.1,58,NORMAL
FUND000035,KR5111450067,CLASS000478,C1,class_return,5,2020/05/03~2021/05/02,68.27,58,NORMAL
FUND000035,KR5111450067,CLASS000479,C2,class_return,1,2024/05/03~2025/05/02,-26.26,58,NORMAL
FUND000035,KR5111450067,CLASS000479,C2,class_return,2,2023/05/03~2024/05/02,12.85,58,NORMAL
FUND000035,KR5111450067,CLASS000479,C2,class_return,3,2022/05/03~2023/05/02,-6.45,58,NORMAL
FUND000035,KR5111450067,CLASS000479,C2,class_return,4,2021/05/03~2022/05/02,-6.99,58,NORMAL
FUND000035,KR5111450067,CLASS000479,C2,class_return,5,2020/05/03~2021/05/02,68.56,58,NORMAL
FUND000035,KR5111450067,CLASS000480,C3,class_return,1,2024/05/03~2025/05/02,-26.17,58,NORMAL
FUND000035,KR5111450067,CLASS000480,C3,class_return,2,2023/05/03~2024/05/02,12.99,58,NORMAL
FUND000035,KR5111450067,CLASS000480,C3,class_return,3,2022/05/03~2023/05/02,-6.33,58,NORMAL
FUND000035,KR5111450067,CLASS000480,C3,class_return,4,2021/05/03~2022/05/02,-6.87,58,NORMAL
FUND000035,KR5111450067,CLASS000480,C3,class_return,5,2020/05/03~2021/05/02,68.73,58,NORMAL
FUND000035,KR5111450067,CLASS000481,C4,class_return,1,2024/05/03~2025/05/02,-26.07,58,NORMAL
FUND000035,KR5111450067,CLASS000481,C4,class_return,2,2023/05/03~2024/05/02,13.13,58,NORMAL
FUND000035,KR5111450067,CLASS000481,C4,class_return,3,2022/05/03~2023/05/02,-6.21,58,NORMAL
FUND000035,KR5111450067,CLASS000481,C4,class_return,4,2021/05/03~2022/05/02,-6.75,58,NORMAL
FUND000035,KR5111450067,CLASS000481,C4,class_return,5,2020/05/03~2021/05/02,68.93,58,NORMAL
FUND000035,KR5111450067,CLASS000482,C5,class_return,1,2024/05/03~2025/05/02,-25.97,58,NORMAL
