fund_id,product_code,class_id,team_class_code,row_kind,period,return_pct,inception_date,source_page,source_pages,method,confidence,evidence
FUND000052,KR510902511M,,,benchmark,2Y,3.58,2010-12-23,4,[4],cell_grid,1.0,"(연평균 2010.12.23 비교지수 수익률, (연평균 수익률, 비교지수 -9.63 3.58 -6.94 1.77 1.17"
FUND000052,KR510902511M,,,benchmark,3Y,-6.94,2010-12-23,4,[4],cell_grid,1.0,"(연평균 2010.12.23 비교지수 수익률, (연평균 수익률, 비교지수 -9.63 3.58 -6.94 1.77 1.17"
FUND000052,KR510902511M,,,benchmark,5Y,1.77,2010-12-23,4,[4],cell_grid,1.0,"(연평균 2010.12.23 비교지수 수익률, (연평균 수익률, 비교지수 -9.63 3.58 -6.94 1.77 1.17"
FUND000052,KR510902511M,,,benchmark,SINCE_INCEPTION,1.17,2010-12-23,4,[4],cell_grid,1.0,"(연평균 2010.12.23 비교지수 수익률, (연평균 수익률, 비교지수 -9.63 3.58 -6.94 1.77 1.17"
FUND000052,KR510902511M,,,volatility,1Y,26.49,2010-12-23,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 26.49 24.07 23.02 25.14 18.55
FUND000052,KR510902511M,,,volatility,2Y,24.07,2010-12-23,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 26.49 24.07 23.02 25.14 18.55
FUND000052,KR510902511M,,,volatility,3Y,23.02,2010-12-23,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 26.49 24.07 23.02 25.14 18.55
FUND000052,KR510902511M,,,volatility,5Y,25.14,2010-12-23,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 26.49 24.07 23.02 25.14 18.55
FUND000052,KR510902511M,,,volatility,SINCE_INCEPTION,18.55,2010-12-23,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 26.49 24.07 23.02 25.14 18.55
FUND000052,KR510902511M,CLASS000688,C2,class_return,1Y,-,2011-12-26,46,[46],cell_grid,1.0,종류C2 수수료미징구-오프라인-보수체감 종류C2 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000688,C2,class_return,2Y,-,2011-12-26,46,[46],cell_grid,1.0,종류C2 수수료미징구-오프라인-보수체감 종류C2 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000688,C2,class_return,3Y,-,2011-12-26,46,[46],cell_grid,1.0,종류C2 수수료미징구-오프라인-보수체감 종류C2 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000688,C2,class_return,5Y,-,2011-12-26,46,[46],cell_grid,1.0,종류C2 수수료미징구-오프라인-보수체감 종류C2 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000688,C2,class_return,SINCE_INCEPTION,-,2011-12-26,46,[46],cell_grid,1.0,종류C2 수수료미징구-오프라인-보수체감 종류C2 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000689,C3,class_return,1Y,-,2012-12-27,46,[46],cell_grid,1.0,종류C3 수수료미징구-오프라인-보수체감 종류C3 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000689,C3,class_return,2Y,-,2012-12-27,46,[46],cell_grid,1.0,종류C3 수수료미징구-오프라인-보수체감 종류C3 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000689,C3,class_return,3Y,-,2012-12-27,46,[46],cell_grid,1.0,종류C3 수수료미징구-오프라인-보수체감 종류C3 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000689,C3,class_return,5Y,-,2012-12-27,46,[46],cell_grid,1.0,종류C3 수수료미징구-오프라인-보수체감 종류C3 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000689,C3,class_return,SINCE_INCEPTION,-,2012-12-27,46,[46],cell_grid,1.0,종류C3 수수료미징구-오프라인-보수체감 종류C3 수수료미징구-오프라인-보수체감 - - - - -
FUND000052,KR510902511M,CLASS000690,C4,class_return,1Y,-23.62,2013-12-27,46,[46],cell_grid,1.0,종류C4 수수료미징구-오프라인-보수체감 종류C4 수수료미징구-오프라인-보수체감 -23.62 1.79 -10.60 2.52 2.73
FUND000052,KR510902511M,CLASS000690,C4,class_return,2Y,1.79,2013-12-27,46,[46],cell_grid,1.0,종류C4 수수료미징구-오프라인-보수체감 종류C4 수수료미징구-오프라인-보수체감 -23.62 1.79 -10.60 2.52 2.73
FUND000052,KR510902511M,CLASS000690,C4,class_return,3Y,-10.60,2013-12-27,46,[46],cell_grid,1.0,종류C4 수수료미징구-오프라인-보수체감 종류C4 수수료미징구-오프라인-보수체감 -23.62 1.79 -10.60 2.52 2.73
FUND000052,KR510902511M,CLASS000690,C4,class_return,5Y,2.52,2013-12-27,46,[46],cell_grid,1.0,종류C4 수수료미징구-오프라인-보수체감 종류C4 수수료미징구-오프라인-보수체감 -23.62 1.79 -10.60 2.52 2.73
FUND000052,KR510902511M,CLASS000690,C4,class_return,SINCE_INCEPTION,2.73,2013-12-27,46,[46],cell_grid,1.0,종류C4 수수료미징구-오프라인-보수체감 종류C4 수수료미징구-오프라인-보수체감 -23.62 1.79 -10.60 2.52 2.73
FUND000052,KR510902511M,CLASS000693,F,class_return,1Y,-23.05,2011-01-17,46,[46],cell_grid,1.0,"종류F 수수료미징구-오프라인-랩, 펀드 등 종류F 수수료미징구-오프라인-랩, 펀드 등 -23.05 2.52 -9.96 3.33 0.75"
FUND000052,KR510902511M,CLASS000693,F,class_return,2Y,2.52,2011-01-17,46,[46],cell_grid,1.0,"종류F 수수료미징구-오프라인-랩, 펀드 등 종류F 수수료미징구-오프라인-랩, 펀드 등 -23.05 2.52 -9.96 3.33 0.75"
FUND000052,KR510902511M,CLASS000693,F,class_return,3Y,-9.96,2011-01-17,46,[46],cell_grid,1.0,"종류F 수수료미징구-오프라인-랩, 펀드 등 종류F 수수료미징구-오프라인-랩, 펀드 등 -23.05 2.52 -9.96 3.33 0.75"
FUND000052,KR510902511M,CLASS000693,F,class_return,5Y,3.33,2011-01-17,46,[46],cell_grid,1.0,"종류F 수수료미징구-오프라인-랩, 펀드 등 종류F 수수료미징구-오프라인-랩, 펀드 등 -23.05 2.52 -9.96 3.33 0.75"
FUND000052,KR510902511M,CLASS000693,F,class_return,SINCE_INCEPTION,0.75,2011-01-17,46,[46],cell_grid,1.0,"종류F 수수료미징구-오프라인-랩, 펀드 등 종류F 수수료미징구-오프라인-랩, 펀드 등 -23.05 2.52 -9.96 3.33 0.75"
FUND000052,KR510902511M,CLASS000694,S,class_return,1Y,-23.33,2014-04-22,46,[46],cell_grid,1.0,종류S 수수료후취-온라인슈퍼 종류S 수수료후취-온라인슈퍼 -23.33 2.16 -10.28 2.98 3.10
FUND000052,KR510902511M,CLASS000694,S,class_return,2Y,2.16,2014-04-22,46,[46],cell_grid,1.0,종류S 수수료후취-온라인슈퍼 종류S 수수료후취-온라인슈퍼 -23.33 2.16 -10.28 2.98 3.10
FUND000052,KR510902511M,CLASS000694,S,class_return,3Y,-10.28,2014-04-22,46,[46],cell_grid,1.0,종류S 수수료후취-온라인슈퍼 종류S 수수료후취-온라인슈퍼 -23.33 2.16 -10.28 2.98 3.10
FUND000052,KR510902511M,CLASS000694,S,class_return,5Y,2.98,2014-04-22,46,[46],cell_grid,1.0,종류S 수수료후취-온라인슈퍼 종류S 수수료후취-온라인슈퍼 -23.33 2.16 -10.28 2.98 3.10
FUND000052,KR510902511M,CLASS000694,S,class_return,SINCE_INCEPTION,3.10,2014-04-22,46,[46],cell_grid,1.0,종류S 수수료후취-온라인슈퍼 종류S 수수료후취-온라인슈퍼 -23.33 2.16 -10.28 2.98 3.10
FUND000053,KR510902773M,CLASS000699,C,class_return,1Y,42.12,2013-08-19,3,[3],cell_grid,1.0,수수료미징구-오프라인-개인 2013.08.19 연금(C) 수수료미징구-오프라인-개인 연금(C) 2013.08.19 42.12 27.35 19.71 13.23 9.43
FUND000053,KR510902773M,CLASS000699,C,class_return,2Y,27.35,2013-08-19,3,[3],cell_grid,1.0,수수료미징구-오프라인-개인 2013.08.19 연금(C) 수수료미징구-오프라인-개인 연금(C) 2013.08.19 42.12 27.35 19.71 13.23 9.43
FUND000053,KR510902773M,CLASS000699,C,class_return,3Y,19.71,2013-08-19,3,[3],cell_grid,1.0,수수료미징구-오프라인-개인 2013.08.19 연금(C) 수수료미징구-오프라인-개인 연금(C) 2013.08.19 42.12 27.35 19.71 13.23 9.43
FUND000053,KR510902773M,CLASS000699,C,class_return,5Y,13.23,2013-08-19,3,[3],cell_grid,1.0,수수료미징구-오프라인-개인 2013.08.19 연금(C) 수수료미징구-오프라인-개인 연금(C) 2013.08.19 42.12 27.35 19.71 13.23 9.43
FUND000053,KR510902773M,CLASS000699,C,class_return,SINCE_INCEPTION,9.43,2013-08-19,3,[3],cell_grid,1.0,수수료미징구-오프라인-개인 2013.08.19 연금(C) 수수료미징구-오프라인-개인 연금(C) 2013.08.19 42.12 27.35 19.71 13.23 9.43
FUND000053,KR510902773M,CLASS000700,C-e,class_return,1Y,42.77,2013-12-31,3,[3],cell_grid,1.0,수수료미징구-온라인-개인연 2013.12.31 금(C-e) 수수료미징구-온라인-개인연 금(C-e) 2013.12.31 42.77 27.93 20.26 13.75 10.41
FUND000053,KR510902773M,CLASS000700,C-e,class_return,2Y,27.93,2013-12-31,3,[3],cell_grid,1.0,수수료미징구-온라인-개인연 2013.12.31 금(C-e) 수수료미징구-온라인-개인연 금(C-e) 2013.12.31 42.77 27.93 20.26 13.75 10.41
FUND000053,KR510902773M,CLASS000700,C-e,class_return,3Y,20.26,2013-12-31,3,[3],cell_grid,1.0,수수료미징구-온라인-개인연 2013.12.31 금(C-e) 수수료미징구-온라인-개인연 금(C-e) 2013.12.31 42.77 27.93 20.26 13.75 10.41
FUND000053,KR510902773M,CLASS000700,C-e,class_return,5Y,13.75,2013-12-31,3,[3],cell_grid,1.0,수수료미징구-온라인-개인연 2013.12.31 금(C-e) 수수료미징구-온라인-개인연 금(C-e) 2013.12.31 42.77 27.93 20.26 13.75 10.41
FUND000053,KR510902773M,CLASS000700,C-e,class_return,SINCE_INCEPTION,10.41,2013-12-31,3,[3],cell_grid,1.0,수수료미징구-온라인-개인연 2013.12.31 금(C-e) 수수료미징구-온라인-개인연 금(C-e) 2013.12.31 42.77 27.93 20.26 13.75 10.41
FUND000053,KR510902773M,,,fund,1Y,44.24,2013-08-19,3,[3],cell_grid,1.0,투자실적 투자신탁 2013.08.19 투자실적 투자신탁 2013.08.19 44.24 29.26 21.52 14.95 11.11
FUND000053,KR510902773M,,,fund,2Y,29.26,2013-08-19,3,[3],cell_grid,1.0,투자실적 투자신탁 2013.08.19 투자실적 투자신탁 2013.08.19 44.24 29.26 21.52 14.95 11.11
FUND000053,KR510902773M,,,fund,3Y,21.52,2013-08-19,3,[3],cell_grid,1.0,투자실적 투자신탁 2013.08.19 투자실적 투자신탁 2013.08.19 44.24 29.26 21.52 14.95 11.11
FUND000053,KR510902773M,,,fund,5Y,14.95,2013-08-19,3,[3],cell_grid,1.0,투자실적 투자신탁 2013.08.19 투자실적 투자신탁 2013.08.19 44.24 29.26 21.52 14.95 11.11
FUND000053,KR510902773M,,,fund,SINCE_INCEPTION,11.11,2013-08-19,3,[3],cell_grid,1.0,투자실적 투자신탁 2013.08.19 투자실적 투자신탁 2013.08.19 44.24 29.26 21.52 14.95 11.11
FUND000053,KR510902773M,,,benchmark,1Y,60.69,2013-08-19,4,[4],cell_grid,1.0,(연평균 비교지수 (연평균 비교지수 60.69 34.23 21.42 12.61
FUND000053,KR510902773M,,,benchmark,2Y,34.23,2013-08-19,4,[4],cell_grid,1.0,(연평균 비교지수 (연평균 비교지수 60.69 34.23 21.42 12.61
FUND000053,KR510902773M,,,benchmark,3Y,21.42,2013-08-19,4,[4],cell_grid,1.0,(연평균 비교지수 (연평균 비교지수 60.69 34.23 21.42 12.61
FUND000053,KR510902773M,,,benchmark,5Y,12.61,2013-08-19,4,[4],cell_grid,1.0,(연평균 비교지수 (연평균 비교지수 60.69 34.23 21.42 12.61
FUND000053,KR510902773M,,,volatility,1Y,15.97,2013-08-19,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 15.97 14.23 13.50 13.75
FUND000053,KR510902773M,,,volatility,2Y,14.23,2013-08-19,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 15.97 14.23 13.50 13.75
FUND000053,KR510902773M,,,volatility,3Y,13.50,2013-08-19,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 15.97 14.23 13.50 13.75
FUND000053,KR510902773M,,,volatility,5Y,13.75,2013-08-19,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 15.97 14.23 13.50 13.75
FUND000053,KR510902773M,CLASS000701,C-F,class_return,1Y,-,2015-08-06,45,[45],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000053,KR510902773M,CLASS000701,C-F,class_return,2Y,-,2015-08-06,45,[45],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000053,KR510902773M,CLASS000701,C-F,class_return,3Y,-,2015-08-06,45,[45],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000053,KR510902773M,CLASS000701,C-F,class_return,5Y,-,2015-08-06,45,[45],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000053,KR510902773M,CLASS000701,C-F,class_return,SINCE_INCEPTION,-,2015-08-06,45,[45],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000053,KR510902773M,,,benchmark,1Y,60.69,2013-08-19,45,[45],cell_grid,1.0,비교지수 비교지수 60.69 34.23 21.42 12.61 7.26
FUND000053,KR510902773M,,,benchmark,2Y,34.23,2013-08-19,45,[45],cell_grid,1.0,비교지수 비교지수 60.69 34.23 21.42 12.61 7.26
FUND000053,KR510902773M,,,benchmark,3Y,21.42,2013-08-19,45,[45],cell_grid,1.0,비교지수 비교지수 60.69 34.23 21.42 12.61 7.26
FUND000053,KR510902773M,,,benchmark,5Y,12.61,2013-08-19,45,[45],cell_grid,1.0,비교지수 비교지수 60.69 34.23 21.42 12.61 7.26
FUND000053,KR510902773M,,,benchmark,SINCE_INCEPTION,7.26,2013-08-19,45,[45],cell_grid,1.0,비교지수 비교지수 60.69 34.23 21.42 12.61 7.26
FUND000053,KR510902773M,,,volatility,1Y,15.97,2013-08-19,45,[45],cell_grid,1.0,수익률 변동성 수익률 변동성 15.97 14.23 13.50 13.75 14.57
FUND000053,KR510902773M,,,volatility,2Y,14.23,2013-08-19,45,[45],cell_grid,1.0,수익률 변동성 수익률 변동성 15.97 14.23 13.50 13.75 14.57
FUND000053,KR510902773M,,,volatility,3Y,13.50,2013-08-19,45,[45],cell_grid,1.0,수익률 변동성 수익률 변동성 15.97 14.23 13.50 13.75 14.57
FUND000053,KR510902773M,,,volatility,5Y,13.75,2013-08-19,45,[45],cell_grid,1.0,수익률 변동성 수익률 변동성 15.97 14.23 13.50 13.75 14.57
FUND000053,KR510902773M,,,volatility,SINCE_INCEPTION,14.57,2013-08-19,45,[45],cell_grid,1.0,수익률 변동성 수익률 변동성 15.97 14.23 13.50 13.75 14.57
FUND000054,KR510902777M,CLASS000702,C,class_return,1Y,68.12,2013-09-30,3,[3],cell_grid,1.0,2013.09.30 연금(C) 연금(C) 2013.09.30 68.12 35.36 22.11 15.76 11.05
FUND000054,KR510902777M,CLASS000702,C,class_return,2Y,35.36,2013-09-30,3,[3],cell_grid,1.0,2013.09.30 연금(C) 연금(C) 2013.09.30 68.12 35.36 22.11 15.76 11.05
FUND000054,KR510902777M,CLASS000702,C,class_return,3Y,22.11,2013-09-30,3,[3],cell_grid,1.0,2013.09.30 연금(C) 연금(C) 2013.09.30 68.12 35.36 22.11 15.76 11.05
FUND000054,KR510902777M,CLASS000702,C,class_return,5Y,15.76,2013-09-30,3,[3],cell_grid,1.0,2013.09.30 연금(C) 연금(C) 2013.09.30 68.12 35.36 22.11 15.76 11.05
FUND000054,KR510902777M,CLASS000702,C,class_return,SINCE_INCEPTION,11.05,2013-09-30,3,[3],cell_grid,1.0,2013.09.30 연금(C) 연금(C) 2013.09.30 68.12 35.36 22.11 15.76 11.05
FUND000054,KR510902777M,CLASS000703,C-e,class_return,1Y,68.88,2013-12-31,3,[3],cell_grid,1.0,2013.12.31 금(C-e) 금(C-e) 2013.12.31 68.88 35.97 22.67 16.30 12.17
FUND000054,KR510902777M,CLASS000703,C-e,class_return,2Y,35.97,2013-12-31,3,[3],cell_grid,1.0,2013.12.31 금(C-e) 금(C-e) 2013.12.31 68.88 35.97 22.67 16.30 12.17
FUND000054,KR510902777M,CLASS000703,C-e,class_return,3Y,22.67,2013-12-31,3,[3],cell_grid,1.0,2013.12.31 금(C-e) 금(C-e) 2013.12.31 68.88 35.97 22.67 16.30 12.17
FUND000054,KR510902777M,CLASS000703,C-e,class_return,5Y,16.30,2013-12-31,3,[3],cell_grid,1.0,2013.12.31 금(C-e) 금(C-e) 2013.12.31 68.88 35.97 22.67 16.30 12.17
FUND000054,KR510902777M,CLASS000703,C-e,class_return,SINCE_INCEPTION,12.17,2013-12-31,3,[3],cell_grid,1.0,2013.12.31 금(C-e) 금(C-e) 2013.12.31 68.88 35.97 22.67 16.30 12.17
FUND000054,KR510902777M,,,fund,1Y,70.60,2013-09-30,4,[4],cell_grid,1.0,투자실적 투자신탁 추이 투자실적 추이 투자신탁 70.60 37.37 23.95 17.52 12.75
FUND000054,KR510902777M,,,fund,2Y,37.37,2013-09-30,4,[4],cell_grid,1.0,투자실적 투자신탁 추이 투자실적 추이 투자신탁 70.60 37.37 23.95 17.52 12.75
FUND000054,KR510902777M,,,fund,3Y,23.95,2013-09-30,4,[4],cell_grid,1.0,투자실적 투자신탁 추이 투자실적 추이 투자신탁 70.60 37.37 23.95 17.52 12.75
FUND000054,KR510902777M,,,fund,5Y,17.52,2013-09-30,4,[4],cell_grid,1.0,투자실적 투자신탁 추이 투자실적 추이 투자신탁 70.60 37.37 23.95 17.52 12.75
FUND000054,KR510902777M,,,fund,SINCE_INCEPTION,12.75,2013-09-30,4,[4],cell_grid,1.0,투자실적 투자신탁 추이 투자실적 추이 투자신탁 70.60 37.37 23.95 17.52 12.75
FUND000054,KR510902777M,,,benchmark,1Y,60.69,2013-09-30,4,[4],cell_grid,1.0,"(연평균 2013.09.30 비교지수 수익률, (연평균 수익률, 비교지수 60.69 34.23 21.42 12.61 6.08"
FUND000054,KR510902777M,,,benchmark,2Y,34.23,2013-09-30,4,[4],cell_grid,1.0,"(연평균 2013.09.30 비교지수 수익률, (연평균 수익률, 비교지수 60.69 34.23 21.42 12.61 6.08"
FUND000054,KR510902777M,,,benchmark,3Y,21.42,2013-09-30,4,[4],cell_grid,1.0,"(연평균 2013.09.30 비교지수 수익률, (연평균 수익률, 비교지수 60.69 34.23 21.42 12.61 6.08"
FUND000054,KR510902777M,,,benchmark,5Y,12.61,2013-09-30,4,[4],cell_grid,1.0,"(연평균 2013.09.30 비교지수 수익률, (연평균 수익률, 비교지수 60.69 34.23 21.42 12.61 6.08"
FUND000054,KR510902777M,,,benchmark,SINCE_INCEPTION,6.08,2013-09-30,4,[4],cell_grid,1.0,"(연평균 2013.09.30 비교지수 수익률, (연평균 수익률, 비교지수 60.69 34.23 21.42 12.61 6.08"
FUND000054,KR510902777M,,,volatility,1Y,19.16,2013-09-30,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 19.16 17.07 16.36 17.14 18.95
FUND000054,KR510902777M,,,volatility,2Y,17.07,2013-09-30,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 19.16 17.07 16.36 17.14 18.95
FUND000054,KR510902777M,,,volatility,3Y,16.36,2013-09-30,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 19.16 17.07 16.36 17.14 18.95
FUND000054,KR510902777M,,,volatility,5Y,17.14,2013-09-30,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 19.16 17.07 16.36 17.14 18.95
FUND000054,KR510902777M,,,volatility,SINCE_INCEPTION,18.95,2013-09-30,4,[4],cell_grid,1.0,단위: %) 수익률 변동성 단위: %) 수익률 변동성 19.16 17.07 16.36 17.14 18.95
FUND000054,KR510902777M,CLASS000704,C-F,class_return,1Y,-,2015-08-06,48,[48],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000054,KR510902777M,CLASS000704,C-F,class_return,2Y,-,2015-08-06,48,[48],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
FUND000054,KR510902777M,CLASS000704,C-F,class_return,3Y,-,2015-08-06,48,[48],cell_grid,1.0,"종류C-F 수수료미징구-직판-개인연금, 펀드 등 종류C-F 수수료미징구-직판-개인연금, 펀드 등 - - - - -"
