fund_id,product_code,kind,rule_text,source_page
FUND000088,KR5113420069,환매기준가,1) 17시[오후5시] 이전에 환매를 청구한 경우 : 환매를 청구한 날로부터 3영업일(D+2)에 공고되는 수익증권의 기준가격을 적용하여 3영업일(D+2)에 환매금액 지급  환매청구일 기준가격적용일 환매대금지급일 2) 17시[오후5시] 경과 후에 환매를 청구한 경우 : 환매를 청구한 날로부터 4영업일(D+3)에 공고 되는 수익증권의 기준가격을 적용하여 4영업일(D+3)에 환매금액 지급,33
FUND000089,KR5113450111,매입기준가,ㆍ오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 2영 업일(D+1)에 공고되는 기준가격을 적용하 여 매입 ㆍ오후 3시 30분 경과 후에 자금을 납입 한 경우 : 자금을 납입한 영업일로부터 3 영업일(D+2)에 공고되는 기준가격을 적용 하여 매입,7
FUND000089,KR5113450111,환매기준가,ㆍ오후 3시 30분 이전에 환매를 청구한 경 우 : 환매청구일로부터 2영업일(D+1)에 공 고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급 ㆍ오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,7
FUND000090,KR5113450401,매입기준가,ㆍ오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 2영 업일(D+1)에 공고되는 기준가격을 적용 하여 매입 ㆍ오후 3시 30분 경과 후에 자금을 납입 한 경우 : 자금을 납입한 영업일로부터 3 영업일(D+2)에 공고되는 기준가격을 적 용하여 매입,8
FUND000090,KR5113450401,환매기준가,ㆍ오후 3시 30분 이전에 환매를 청구한 경 우 : 환매청구일로부터 2영업일(D+1)에 공 고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지 급 ㆍ오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 4영업일(D+3) 에 관련 세금 등을 공제한 후 환매대금을 지급,8
FUND000091,KR5113470030,매입기준가,ㆍ오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 2영 업일(D+1)에 공고되는 기준가격을 적용 하여 매입 ㆍ오후 3시 30분 경과 후에 자금을 납입 한 경우 : 자금을 납입한 영업일로부터 3 영업일(D+2)에 공고되는 기준가격을 적 용하여 매입,7
FUND000091,KR5113470030,환매기준가,ㆍ오후 3시 30분 이전에 환매를 청구한 경 우 : 환매청구일로부터 2영업일(D+1)에 공 고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지 급 ㆍ오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 4영업일(D+3) 에 관련 세금 등을 공제한 후 환매대금을 지급,7
FUND000091,KR5113470031,매입기준가,ㆍ오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 2영 업일(D+1)에 공고되는 기준가격을 적용 하여 매입 ㆍ오후 3시 30분 경과 후에 자금을 납입 한 경우 : 자금을 납입한 영업일로부터 3 영업일(D+2)에 공고되는 기준가격을 적 용하여 매입,7
FUND000091,KR5113470031,환매기준가,ㆍ오후 3시 30분 이전에 환매를 청구한 경 우 : 환매청구일로부터 2영업일(D+1)에 공 고되는 기준가격을 적용. 4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지 급 ㆍ오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 4영업일(D+3) 에 관련 세금 등을 공제한 후 환매대금을 지급,7
FUND000046,KR5114420016,매입기준가,오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,8
FUND000046,KR5114420016,환매기준가,오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 3영 업일(D+2)에 공고되는 기준가격을 적용.3영업일(D+2)에 관련세 금 등을 공제한 후 환매대금을 지급 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,8
FUND000047,KR5114420022,매입기준가,오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,9
FUND000047,KR5114420022,환매기준가,오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 3영 업일(D+2)에 공고되는 기준가격을 적용.3영업일(D+2)에 관련세 금 등을 공제한 후 환매대금을 지급 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,9
FUND000048,KR5114420027,매입기준가,오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,9
FUND000048,KR5114420027,환매기준가,오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 3영 업일(D+2)에 공고되는 기준가격을 적용.3영업일(D+2)에 관련세 금 등을 공제한 후 환매대금을 지급 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,9
FUND000049,KR5114420046,매입기준가,오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일 로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,8
FUND000049,KR5114420046,환매기준가,오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 3영 업일(D+2)에 공고되는 기준가격을 적용.3영업일(D+2)에 관련세 금 등을 공제한 후 환매대금을 지급 오후 5시 경과 후에 환매를 청구한 경우 : 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급,8
FUND000050,KR5114450222,매입기준가,오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영 업일로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 3시 30분 경과 후 자금을 납입한 경우 : 자금을 납입한 영 업일로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,9
FUND000050,KR5114450222,환매기준가,오후 3시 30분 이전에 환매를 청구한 경우 : 환매청구일로부터 2영업일(D+1)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부 터 3영업일(D+2)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급,9
FUND000051,KR5114450270,매입기준가,오후 3시 30분 이전에 자금을 납입한 경우 : 자금을 납입한 영 업일로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 3시 30분 경과 후 자금을 납입한 경우 : 자금을 납입한 영 업일로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,8
FUND000051,KR5114450270,환매기준가,오후 3시 30분 이전에 환매를 청구한 경우 : 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용.4영업일(D+3)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 3시 30분 경과 후에 환매를 청구한 경우 : 환매청구일로부 터 4영업일(D+3)에 공고되는 기준가격을 적용.5영업일(D+4)에 관련세금 등을 공제한 후 환매대금을 지급,8
FUND000018,KR5116501001,매입기준가,- 17시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제2영업일(D+1) 에 공고되는 기준가격을 적용하여 매입 - 17시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제3영업일(D+2) 에 공고되는 기준가격을 적용하여 매입,7
FUND000018,KR5116501001,환매기준가,(가) 17시(오후 5시) 이전 환매를 청구한 경우 : 환매를 청구한 날로부터 제3영업일(D+2)에 공고되는 당해 종류 기준가격을 적용하여 제3영업 일(D+2)에 관련세금 등을 공제한 후 환매대금을 지급합니다. (나) 17시(오후 5시) 경과 후 환매를 청구한 경우 : 환매를 청구한 날로부터 제4영업일(D+3)에 공고되는 당해 종류 기준가격을 적용하여 제4영업 일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급합니다.,30
FUND000038,KR5117420097,매입기준가,가. 17시 이전: 제2영업일 (D+1)의 기준가격을 적용 나. 17시 경과 후: 제3영업일 (D+2)의 기준가격을 적용,6
FUND000038,KR5117420097,환매기준가,가. 17시 이전: 제2영업일(D+1)의 기준가격으로 제2영업일(D+1)에 지급 나. 17시 경과 후: 제3영업일(D+2)의 기준가격으로 제3영업일(D+2)에 지급,6
FUND000076,KR5118201004,매입기준가,오후 5시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,6
FUND000076,KR5118201004,환매기준가,오후 5시 이전에 환매를 청구한 경우: 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 5시 경과후에 환매를 청구한 경우: 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용. 4영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급,6
FUND000077,KR5118420006,매입기준가,○17시(오후5시)이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일에 공고되는 수 익증권 기준가격  ○17시(오후5시) 경과후에 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일에 공고되는 수익증권 기준가격,25
FUND000077,KR5118420006,환매기준가,○ 17시(오후5시)이전에 환매를 청구한 경우: 환매를 청구한 날로부터 2영업일에 공고되는 당해 종류 수익증권 기준가격을 적용하여 환매를 청구한 날로부터 2영업일에 환매대금 지급 ○17시(오후5시)이후에 환매를 청구한 경우: 환매를 청구한 날로부터 3영업일에 공고되는 당해 종 류 수익증권 기준가격을 적용하여 환매를 청구한 날로부터 3영업일에 환매대금 지급,25
FUND000078,KR5118420036,매입기준가,오후 5시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일(D+1) 에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일(D+2) 에 공고되는 기준가격을 적용하여 매입,6
FUND000078,KR5118420036,환매기준가,오후 5시 이전에 환매를 청구한 경우: 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 3영업일(D+2)에 관련 세금 등을 공제한 후 환매대금을 지급 오후 5시 경과후에 환매를 청구한 경우: 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용. 4영업일(D+3)에 관련세금 등 을 공제한 후 환매대금을 지급,6
FUND000079,KR5118420062,매입기준가,오후 5시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 2영업일(D+1)에 공고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일(D+2)에 공고되는 기준가격을 적용하여 매입,6
FUND000079,KR5118420062,환매기준가,오후 5시 이전에 환매를 청구한 경우: 환매청구일로부터 3영업일(D+2)에 공고되는 기준가격을 적용. 3영업일(D+2)에 관련세금 등을 공제한 후 환매대금을 지급 오후 5시 경과후에 환매를 청구한 경우: 환매청구일로부터 4영업일(D+3)에 공고되는 기준가격을 적용. 4영업일(D+3)에 관련세금 등을 공제한 후 환매대금을 지급,6
FUND000039,KR5119450058,매입기준가,가. 15시30분 이전: 제2영업일 (D+1)의 기준가격을 적용 나. 15시30분 경과 후: 제3영업일 (D+2)의 기준가격을 적용,8
FUND000039,KR5119450058,환매기준가,가. 15시30분 이전: 제2영업일(D+1)의 기준가격으로 제4영업일(D+3)에 지급 나. 15시30분 경과 후: 제3영업일(D+2)의 기준가격으로 제4영업일(D+3)에 지급,8
FUND000040,KR5119501001,매입기준가,가. 17시 이전: 제2영업일 (D+1)의 기준가격을 적용 나. 17시 경과 후: 제3영업일 (D+2)의 기준가격을 적용,6
FUND000040,KR5119501001,환매기준가,가. 17시 이전: 제3영업일(D+2)의 기준가격으로 제3영업일(D+2)에 지급 나. 17시 경과 후: 제4영업일(D+3)의 기준가격으로 제4영업일(D+3)에 지급,6
FUND000041,KR5119520012,매입기준가,가. 17시 이전: 제2영업일 (D+1)의 기준가격을 적용 나. 17시 경과 후: 제3영업일 (D+2)의 기준가격을 적용,7
FUND000041,KR5119520012,환매기준가,가. 17시 이전: 제3영업일(D+2)의 기준가격으로 제3영업일(D+2)에 지급 나. 17시 경과 후: 제4영업일(D+3)의 기준가격으로 제4영업일(D+3)에 지급,7
FUND000042,KR5120420039,매입기준가,ㆍ오후 5시(17시) 이전 자금을 납입한 경우 : 자금 을 납입한 영업일의 다음 영업일(D+1)에 공고되는 수익증권의 기준가격을 적용 ㆍ오후 5시(17시) 경과 후 자금을 납입한 경우 : 자 금을 납입한 영업일로부터 제3영업일(D+2)에 공고되 는 수익증권의 기준가격을 적용,8
FUND000042,KR5120420039,환매기준가,ㆍ오후5시(17시) 이전 환매를 청구한 경우 : 환매를 청구한 날로부터 제3영업일(D+2)의 수익증권의 기준가격을 적용하여 제3영업일(D+2)에 환매금액 지급 ㆍ오후5시(17시) 경과 후 환매를 청구 한 경우 : 환매를 청구한 날로부터 제 4영업일(D+3)의 수익증권의 기준가격 을 적용하여 제4영업일(D+3)에 환매 금액 지급,8
FUND000043,KR5120420091,매입기준가,ㆍ오후 5시(17시) 이전 자금을 납입한 경우 : 자금을 납입한 영업일로부터 2 영업일(D+1)에 공고되는 수익증권의 기 준가격을 적용 ㆍ오후 5시(17시) 경과 후 자금을 납입 한 경우 : 자금을 납입한 영업일로부터 3영업일(D+2)에 공고되는 수익증권의 기준가격을 적용,8
FUND000043,KR5120420091,환매기준가,"①오후5시(17시) 이전 환매를 청구한 경우 : 환매를 청구한 날로부터 2영업일(D+1)의 수익증권의 기준가격 을 적용하여 2영업일(D+1)에 환매금액 지급 * 환매대금 실수령일은 환매청구 후 2영업일임을 유의하시기 바랍니다. ②오후5시(17시) 경과 후 환매를 청구한 경우 : 환매를 청구한 날로부터 3영업일(D+2)의 수익증권의 기준 가격을 적용하여 3영업일(D+2)에 환매금액 지급 * 환매대금 실수령일은 환매청구 후 3영업일임을 유의하시기 바랍니다. ③판매회사가 해산ㆍ허가취소, 업무정지 등의 사유(이하 “해산등”)로 인하여 환매청구에 응할 수 없는 경우 에는 집합투자업자에 직접 청구할 수 있으며, 집합투자업자가 해산 등으로 인하여 환매에 응할 수 없는 경우에는 신탁업자에 직접 청구할 수 있습니다. 주1) 집합투자증권 환매청구의 취소(정정)은 당일17시[오후5시]이전까지만 가능합니다. 다만, 17시[오후5시] 경과 후 환매청구는 당일 판매회사의 영업가능 시간까지 취소(정정) 가능합니다. 주2) 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분 처리합니다.",32
FUND000044,KR5120450015,매입기준가,ㆍ오후 3시 30분(15시 30분) 이전 자금을 납입한 경우 : 자금을 납 입한 영업일로부터 제2영업일 (D +1)에 공고되는 수익증권의 기준 가격을 적용 ㆍ오후 3시 30분(15시 30분) 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제3영업일( D+2)에 공고되는 수익증권의 기 준가격을 적용,8
FUND000044,KR5120450015,환매기준가,ㆍ오후 3시 30분(15시 30분) 이전 환매를 청구한 경우 : 환매를 청구한 날로부터 제2영업일(D+1)의 수익증권의 기준가격 을 적용하여 제4영업일(D+3)에 환매금액 지급 ㆍ오후 3시 30분(15시 30분) 경과 후 환매 를 청구한 경우 : 환매를 청구한 날로부 터 제3영업일(D+2)의 수익증권의 기준가 격을 적용하여 제4영업일(D+3)에 환매금 액 지급,8
FUND000044,KR5120450018,매입기준가,ㆍ오후 3시 30분(15시 30분) 이전 자금을 납입한 경우 : 자금을 납 입한 영업일로부터 제2영업일 (D +1)에 공고되는 수익증권의 기준 가격을 적용 ㆍ오후 3시 30분(15시 30분) 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제3영업일( D+2)에 공고되는 수익증권의 기 준가격을 적용,8
FUND000044,KR5120450018,환매기준가,ㆍ오후 3시 30분(15시 30분) 이전 환매를 청구한 경우 : 환매를 청구한 날로부터 제2영업일(D+1)의 수익증권의 기준가격 을 적용하여 제4영업일(D+3)에 환매금액 지급 ㆍ오후 3시 30분(15시 30분) 경과 후 환매 를 청구한 경우 : 환매를 청구한 날로부 터 제3영업일(D+2)의 수익증권의 기준가 격을 적용하여 제4영업일(D+3)에 환매금 액 지급,8
FUND000045,KR5120451001,매입기준가,ㆍ 오후 3시 30분(15시 30분) 이전 자금을 납입한 경우 : 자금을 납입 한 영업일의 다음 영업일(D+1)에 공고되는 수익증권의 기준가격을 적용 • 오후 3시 30분(15시 30분) 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제3영업일(D +2)에 공고되는 수익증권의 기준 가격을 적용,8
FUND000045,KR5120451001,환매기준가,ㆍ 오후 3시 30분(15시 30분) 이전 환 매를 청구한 경우 : 환매를 청구한 날 로부터 제2영업일(D+1)의 수익증권의 기준가격을 적용하여 제4영업일(D+3) 에 환매금액 지급 ㆍ 오후 3시 30분(15시 30분) 경과 후 환매를 청구한 경우 : 환매를 청구한 날로부터 제3영업일(D+2)의 수익증권 의 기준가격을 적용하여 제4영업일 (D+3)에 환매금액 지급,8
FUND000012,KR5122420005,매입기준가,오후 5시 이전에 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제2영업일(D+1)에 공 고되는 기준가격을 적용하여 매입 오후 5시 경과 후 자금을 납입한 경우 : 자금을 납입한 영업일로부터 제3영업일(D+2)에 공 고되는 기준가격을 적용하여 매입,6
FUND000012,KR5122420005,환매기준가,오후 5시 이전에 환매를 청구한 경우 : 환매청구일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용. 제3영업일(D+2)에 관련 세 금 등을 공제한 후 환매대금을 지급 오후 5시 경과후에 환매를 청구한 경우 : 환매청구일로부터 제4영업일(D+3)에 공고되는 기준가격을 적용. 제4영업일(D+3)에 관련 세 금 등을 공제한 후 환매대금을 지급,6
FUND000080,KR5123365001,매입기준가,∙ 오후 5시 이전에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제2영업 일 (D+1)에 공고되는 기준가격을 적 용 ∙ 오후 5시 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일로부터 제3영업일 (D+2)에 공고되는 기준가 격을 적용,4
FUND000080,KR5123365001,환매기준가,"환매청구시 적용되는 기준가격은 아래와 같으며, 기준시점은 판매회사의 전산시스템에 의하여 거래전표에 표시된 시간으로 구분하여 처리합니다. ① 오후 5시 이전에 환매를 청구한 경우: 환매청구일로부터 제3영업일(D+2)에 공고되는 기준가격을 적용하여 제3영업일(D+2)에 관련세금등을 공제한 후 판매회사를 경유하여 환매대금을 지급합니다. ② 오후 5시 경과 후에 환매를 청구한 경우: 환매청구일로부터 제4영업일(D+3)에 공고되는 기준가격을 적용하여 제4영업일(D+3)에 관련세금등을 공제한 후 판매회사를 경유하여 환매대금을 지급합니다.",18
FUND000081,KR5123420015,매입기준가,∙ 오후 5시 이전에 자금을 납입한 경 우: 자금을 납입한 영업일로부터 2 영업일 (D+1)에 공고되는 기준가격 을 적용 ∙ 오후 5시 경과 후에 자금을 납입한 경우: 자금을 납입한 영업일로부터 3영업일 (D+2)에 공고되는 기준가격 을 적용,5
FUND000081,KR5123420015,환매기준가,∙ 오후 5시 이전에 환매를 청구한 경 우: 환매를 청구한 날로부터 3영업 일(D+2)에 공고되는 기준가격을 적 용하여 3영업일(D+2)에 관련세금등 을 공제한 후 판매회사를 경유하여 환매대금을 지급 ∙ 오후 5시 경과 후에 환매를 청구한 경우: 환매를 청구한 날로부터 4영 업일(D+3)에 공고되는 기준가격을 적용하여 4영업일(D+3)에 관련세금 등을 공제한 후 판매회사를 경유하 여 환매대금을 지급,5
