fund_id,product_code,team_class_code,class_id,mapping_status,raw_label,fee_type,channel,account_type,retail,eligibility,front_load_fee_text,back_load_fee_text,redemption_fee_text,switch_fee_text,total_fee_pct,distribution_fee_pct,peer_avg_fee_pct,total_fee_and_cost_pct,cost_projection_per_10m,fee_breakdown,source_pages,method,confidence,evidence
FUND000052,KR510902511M,S,CLASS000694,EXACT_NORMALIZED_MATCH,수수료후취-온라인슈퍼,후취,온라인슈퍼,,True,"자산운용사의 공동판매채널로서의 역 할 수행을 위해 모든 공모 S클래스(S-T 및 S-P클래스 포함)를 취급하고, 객관적 지표를 기준으로 상품을 노출 및 배열 하는 온라인판매시스템을 통하여 판매 되는 것으로서 다른 클래스[가입 자격( 기관 및 고액거래자 등)에 제한이 있는 클래스 제외] 보다 판매보수가 낮고, 후 취판매수수료가 징구되는 집합투자증 권",없음,3년 미만 환 매시 환매금 액의 0.15% 이내,없음,없음,1.1100,0.34,-,1.11,"{""10y"":""1387"",""5y"":""624"",""3y"":""357"",""2y"":""233"",""1y"":""129""}","[{""label"":""management_fee"",""value"":""0.72""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[15,27,30]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.72'), (5, '0.34'), (6, '0.03'), (7, '0.02')]"
FUND000053,KR510902773M,C,CLASS000699,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-개인연금,미징구,오프라인,개인연금,True,소득세법 제20조의3 및 소득세법시행 령 제40조의2에 따른 연금저축계좌의 가입자,없음,없음,없음,없음,1.54,0.95,-,1.54,"{""1y"":""157"",""2y"":""323"",""3y"":""496"",""5y"":""866"",""10y"":""1924""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[3,14]",cell_grid,1.0,클래스명: 수수료미징구-오프라인-개 인연금(C) | - 수수료미징구-오프라인-개 인연금(C) - 1.54 0.95 - 1.54 157 323 496 866 1924
FUND000053,KR510902773M,C-F,CLASS000701,EXACT_NORMALIZED_MATCH,"수수료미징구-직판-개인연금,펀드등",미징구,직판,개인연금,False,소득세법 제20조의 3 및 소득세법시행 령 제40조의 2에 따른 연금저축계좌의 가입자를 가입대상으로 하는 집합투자 기구 또는 이러한 집합투자기구를 자집 합투자기구로 두고 있는 모집합투자기 구,없음,없음,없음,없음,0.59,-,-,0.59,"{""1y"":""60"",""2y"":""123"",""3y"":""190"",""5y"":""331"",""10y"":""737""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[26,27]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.54'), (3, '0.03'), (4, '0.02'), (5, '0.59'), (7, '0.59'), (9, '0.59')]"
FUND000053,KR510902773M,C-e,CLASS000700,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-개인연금,미징구,온라인,개인연금,True,소득세법 제20조의3 및 소득세법시행,없음,없음,없음,없음,1.065,0.475,-,1.065,"{""1y"":""109"",""2y"":""223"",""3y"":""343"",""5y"":""599"",""10y"":""1331""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[3,14]",cell_grid,1.0,클래스명: 수수료미징구-온라인-개인 연금(C-e) | - 수수료미징구-온라인-개인 연금(C-e) - 1.065 0.475 - 1.065 109 223 343 599 1331
FUND000054,KR510902777M,C,CLASS000702,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-개인연금,미징구,오프라인,개인연금,True,소득세법 제20조의3 및 소득세법시행 령 제40조의2에 따른 연금저축계좌의 가입자,없음,없음,없음,없음,1.54,0.95,-,1.54,"{""1y"":""157"",""2y"":""323"",""3y"":""496"",""5y"":""866"",""10y"":""1924""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[3,15]",cell_grid,1.0,클래스명: 수수료미징구-오프라인-개 인연금(C) | - 수수료미징구-오프라인-개 인연금(C) - 1.54 0.95 - 1.54 157 323 496 866 1924
FUND000054,KR510902777M,C-F,CLASS000704,EXACT_NORMALIZED_MATCH,"수수료미징구-직판-개인연금,펀드등",미징구,직판,개인연금,False,소득세법 제20조의 3 및 소득세법시행 령 제40조의 2에 따른 연금저축계좌의 가입자를 가입대상으로 하는 집합투자 기구 또는 이러한 집합투자기구를 자집 합투자기구로 두고 있는 모집합투자기 구,없음,없음,없음,없음,0.59,-,-,0.59,"{""1y"":""60"",""2y"":""123"",""3y"":""190"",""5y"":""331"",""10y"":""737""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[28,27,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.54'), (3, '0.03'), (4, '0.02'), (5, '0.59'), (7, '0.59'), (9, '0.59')]"
FUND000054,KR510902777M,C-e,CLASS000703,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-개인연금,미징구,온라인,개인연금,True,소득세법 제20조의3 및 소득세법시행 령 제40조의2에 따른 연금저축계좌의 가입자 중 온라인 투자자,없음,없음,없음,없음,1.065,0.475,-,1.065,"{""1y"":""109"",""2y"":""223"",""3y"":""343"",""5y"":""599"",""10y"":""1331""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[3,15]",cell_grid,1.0,클래스명: 수수료미징구-온라인-개인 연금(C-e) | - 수수료미징구-온라인-개인 연금(C-e) - 1.065 0.475 - 1.065 109 223 343 599 1331
FUND000054,KR510902777M,S-P,CLASS000705,EXACT_NORMALIZED_MATCH,수수료미징구-온라인슈퍼-개인연금,미징구,온라인슈퍼,개인연금,True,"자산운용사의 공동판매채널로서의 역 할 수행을 위해 모든 공모 S클래스(S-T 및 S-P클래스 포함)를 취급하고, 객관적 지표를 기준으로 상품을 노출 및 배열 하는 온라인판매시스템을 통하여 판매 되는 것으로서 소득세법 제20조의3 및 소득세법 시행령 제40조의2에 따른 연 금저축계좌를 통하여 가입할 수 있으며 다른 클래스[가입 자격(기관 및 고액거 래자 등)에 제한이 있는 클래스 제외] 보다 판매보수가 낮고, 판매수수료가",없음,없음,없음,없음,0.9700,0.38,-,0.97,"{""1y"":""99"",""2y"":""203"",""3y"":""312"",""5y"":""545"",""10y"":""1212""}","[{""label"":""management_fee"",""value"":""0.54""},{""label"":""trustee_fee"",""value"":""0.03""},{""label"":""admin_fee"",""value"":""0.02""}]","[15,27,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.54'), (5, '0.38'), (6, '0.03'), (7, '0.02')]"
FUND000055,KR5110501016,A,CLASS000706,EXACT_NORMALIZED_MATCH,수수료선취-오프라인,선취,오프라인,,True,가입 제한 없음(선취판매수수료 부과),납입금액의 0.1% 이내,없음,없음,없음,0.3,0.2,0.33,0.31,"{""1y"":""40"",""2y"":""72"",""3y"":""106"",""5y"":""178"",""10y"":""384""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[3,16]",cell_grid,1.0,클래스명: 수수료선취-오프라인(A) | 납입금 액의 0.1% 이내 수수료선취-오프라인(A) 납입금 액의 0.1% 이내 0.3 0.2 0.33 0.31 40 72 106 178 384
FUND000055,KR5110501016,A-e,CLASS000707,EXACT_NORMALIZED_MATCH,수수료선취-온라인,선취,온라인,,True,,납입금액의 0.05% 이내,없음,없음,없음,0.2,0.1,0.25,0.21,"{""1y"":""26"",""2y"":""49"",""3y"":""72"",""5y"":""123"",""10y"":""267""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[3,16]",cell_grid,1.0,클래스명: 수수료선취-온라인(A-e) | 납입금 액의 0.05% 이내 수수료선취-온라인(A-e) 납입금 액의 0.05% 이내 0.2 0.1 0.25 0.21 26 49 72 123 267
FUND000055,KR5110501016,AG,CLASS000708,EXACT_NORMALIZED_MATCH,수수료선취-오프라인-무권유저비용,선취,오프라인,,True,투자자문업자로부터 투자자문을 받고 그 결과에 따라 집합투자증권 매수를 요청하는 등 금융기관으로부터 별도의 투자권유 없이 집합투자증권을 매수하 는 가입자.,납입금액의 0.07% 이내,없음,없음,없음,0.2400,0.14,-,0.24,"{""1y"":""31"",""2y"":""57"",""3y"":""84"",""5y"":""141"",""10y"":""306""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[16,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.14'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,C,CLASS000709,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인,미징구,오프라인,,True,가입 제한 없음,없음,없음,없음,없음,0.39,0.29,0.40,0.4,"{""1y"":""39"",""2y"":""81"",""3y"":""125"",""5y"":""219"",""10y"":""487""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[3,16]",cell_grid,1.0,클래스명: 수수료미징구-오프라인(C) | - 수수료미징구-오프라인(C) - 0.39 0.29 0.40 0.4 39 81 125 219 487
FUND000055,KR5110501016,C-F,CLASS000718,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인,미징구,오프라인,,True,"법에서 정하는 집합투자기구, 국가재정 법에 따른 기금, 보험업법상의 특별계 정 및 일반계정, 법 시행령 제10조에 따 른 전문투자자, 판매회사의 일임형 종 합자산관리(Wrap)계좌 또는 특정금전 신탁, 집합투자업자가 판매회사로서 직 접 판매하는 수익증권에 가입하기 원하",없음,없음,없음,없음,0.1,-,-,0.11,"{""1y"":""11"",""2y"":""23"",""3y"":""35"",""5y"":""61"",""10y"":""137""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""},{""label"":""other_expense"",""value"":""0.01""}]","[28,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(1, '0.075'), (3, '0.015'), (4, '0.01'), (5, '0.1'), (6, '0.01'), (7, '0.11'), (9, '0.11')]"
FUND000055,KR5110501016,C-I,CLASS000719,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-고액투자자,미징구,오프라인,,False,최초납입금액이 30억 이상인 투자자,없음,없음,없음,없음,0.1900,0.09,-,0.2,"{""1y"":""20"",""2y"":""41"",""3y"":""64"",""5y"":""112"",""10y"":""249""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.09'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,C-I2,CLASS000720,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-고액투자자,미징구,오프라인,,False,최초납입금액이 200억 이상인 투자자,없음,없음,없음,없음,0.1500,0.05,-,0.15,"{""1y"":""15"",""2y"":""31"",""3y"":""48"",""5y"":""84"",""10y"":""187""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.05'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,C-P,CLASS000712,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-개인연금,미징구,오프라인,개인연금,True,소득세법 제20조의3 및 소득세법시행 령 제40조의2에 따른 연금저축계좌의 가입자,없음,없음,없음,없음,0.33,0.23,-,0.34,"{""1y"":""34"",""2y"":""71"",""3y"":""109"",""5y"":""191"",""10y"":""424""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[3,16]",cell_grid,1.0,클래스명: 수수료미징구-오프라인-개 인연금(C-P) | - 수수료미징구-오프라인-개 인연금(C-P) - 0.33 0.23 - 0.34 34 71 109 191 424
FUND000055,KR5110501016,C-Pe,CLASS000713,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-개인연금,미징구,온라인,개인연금,True,소득세법 제20조의3 및 소득세법시행 령 제40조의2에 따른 연금저축계좌의 가입자 중 온라인 투자자,없음,없음,없음,없음,0.2100,0.11,-,0.22,"{""1y"":""22"",""2y"":""46"",""3y"":""70"",""5y"":""123"",""10y"":""274""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[16,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.11'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,CG,CLASS000711,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-무권유저비용,미징구,오프라인,,True,투자자문업자로부터 투자자문을 받고 그 결과에 따라 집합투자증권 매수를 요청하는 등 금융기관으로부터 별도의 투자권유 없이 집합투자증권을 매수하 는 가입자.,없음,없음,없음,없음,0.3030,0.203,-,0.303,"{""1y"":""31"",""2y"":""63"",""3y"":""97"",""5y"":""170"",""10y"":""378""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[16,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.203'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,Ce,CLASS000710,EXACT_NORMALIZED_MATCH,수수료미징구-온라인,미징구,온라인,,True,판매회사의 전자매체(온라인)를 이용하 여 가입하는 경우,없음,없음,없음,없음,0.245,0.145,0.27,0.255,"{""1y"":""25"",""2y"":""51"",""3y"":""79"",""5y"":""137"",""10y"":""306""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[3,16]",cell_grid,1.0,클래스명: 수수료미징구-온라인(Ce) | - 수수료미징구-온라인(Ce) - 0.245 0.145 0.27 0.255 25 51 79 137 306
FUND000055,KR5110501016,Crp,CLASS000716,EXACT_NORMALIZED_MATCH,수수료미징구-오프라인-퇴직연금,미징구,오프라인,퇴직연금,True,"근로자퇴직급여보장법에 의한 퇴직연 금 및 개인퇴직계좌, 퇴직연금사업자",없음,없음,없음,없음,0.3200,0.22,-,0.33,"{""1y"":""33"",""2y"":""69"",""3y"":""106"",""5y"":""185"",""10y"":""412""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.22'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,Crp-e,CLASS000717,EXACT_NORMALIZED_MATCH,수수료미징구-온라인-퇴직연금,미징구,온라인,퇴직연금,True,"근로자퇴직급여보장법에 의한 퇴직연 금 및 개인퇴직계좌, 퇴직연금사업자 중 온라인 가입자",없음,없음,없음,없음,0.2050,0.105,-,0.215,"{""1y"":""22"",""2y"":""45"",""3y"":""69"",""5y"":""120"",""10y"":""268""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.105'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,S,CLASS000714,EXACT_NORMALIZED_MATCH,수수료후취-온라인슈퍼,후취,온라인슈퍼,,True,"자산운용사의 공동판매채널로서의 역 할 수행을 위해 모든 공모 S클래스(S-T 및 S-P클래스 포함)를 취급하고, 객관적 지표를 기준으로 상품을 노출 및 배열 하는 온라인판매시스템을 통하여 판매 되는 것으로서 다른 클래스[가입 자격( 기관 및 고액거래자 등)에 제한이 있는 클래스 제외] 보다 판매보수가 낮고, 후 취판매수수료가 징구되는 집합투자증 권",없음,3년 미만 환 매시 환매금 액의 0.15% 이내,없음,없음,0.1800,0.08,-,0.18,"{""1y"":""34"",""2y"":""37"",""3y"":""58"",""5y"":""101"",""10y"":""224""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.08'), (6, '0.015'), (7, '0.01')]"
FUND000055,KR5110501016,S-P,CLASS000715,EXACT_NORMALIZED_MATCH,수수료미징구-온라인슈퍼,미징구,온라인슈퍼,,True,자산운용사의 공동판매채널로서의 역 할 수행을 위해 모든 공모 S클래스를 취급하는 회사의 온라인판매시스템을 통한 가입자,없음,없음,없음,없음,0.1600,0.06,-,0.16,"{""1y"":""16"",""2y"":""33"",""3y"":""51"",""5y"":""89"",""10y"":""199""}","[{""label"":""management_fee"",""value"":""0.075""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.01""}]","[17,26,29]",detail_table_cross_validated,0.7,"[상세표 보강] [(4, '0.075'), (5, '0.06'), (6, '0.015'), (7, '0.01')]"
FUND000056,KR5110601022,A,CLASS000721,EXACT_NORMALIZED_MATCH,수수료선취-오프라인,선취,오프라인,,True,제한 없음,납입금액의 0.5% 이내,없음,없음,없음,0.2775,0.1,1.37,0.2775,"{""1y"":""78"",""2y"":""108"",""3y"":""139"",""5y"":""206"",""10y"":""396""}","[{""label"":""management_fee"",""value"":""0.15""},{""label"":""trustee_fee"",""value"":""0.015""},{""label"":""admin_fee"",""value"":""0.0125""}]","[3,16]",cell_grid,1.0,클래스명: 수수료선취-오프라인(A) | 납입금 액의 0.5% 이내 수수료선취-오프라인(A) 납입금 액의 0.5% 이내 0.2775 0.1 1.37 0.2775 78 108 139 206 396
